UASerialNumber=GG1138
[File Format]
Version=1.0
# Arrays=1
[Position]
X=368.88
Theta=-180.00
Calibration Frequency=4.14MHz
Source Signal Amplitude=-50.0mVpp
Source Signal Type=Continuous
# Cycles=50
[Array 0]
Label=""
X Data Type="Distance (mm)"
Y Data Type="Voltage Squared Integral"
[Data]
Format="Cols arranged <X0>, <Y0>, <Uncertainty0> ... <Xn>, <Yn>, <Uncertaintyn>"
Comment=">>>>Data arrays start here<<<<"
-6.177600e+02	1.146926e+03	0.000000E+0
-5.355400e+02	1.147203e+03	0.000000E+0
-4.533200e+02	1.132070e+03	0.000000E+0
-3.711000e+02	1.144065e+03	0.000000E+0
-2.888800e+02	1.164026e+03	0.000000E+0
-2.066600e+02	1.154147e+03	0.000000E+0
-1.244400e+02	1.081883e+03	0.000000E+0
-4.222000e+01	1.142833e+03	0.000000E+0
4.000000e+01	1.127976e+03	0.000000E+0
1.222200e+02	1.148156e+03	0.000000E+0
2.044400e+02	1.111948e+03	0.000000E+0
2.866600e+02	1.117399e+03	0.000000E+0
3.688800e+02	1.177936e+03	0.000000E+0
4.511000e+02	1.107586e+03	0.000000E+0
5.333200e+02	1.151962e+03	0.000000E+0
6.155400e+02	1.132237e+03	0.000000E+0
6.977600e+02	1.158578e+03	0.000000E+0
7.799800e+02	1.154294e+03	0.000000E+0
