UASerialNumber=GG1138
[File Format]
Version=1.0
# Arrays=1
[Position]
X=-42.219999999999885
Theta=-180
Calibration Frequency=4.1351MHz
Source Signal Amplitude=-50.0mVpp
Source Signal Type=Continuous
# Cycles=50
[Array 0]
Label=""
X Data Type="Time (s)"
Y Data Type="Voltage Waveform (V)"
[Data]
Format="Cols arranged <X0>, <Y0>, <Uncertainty0> ... <Xn>, <Yn>, <Uncertaintyn>"
Comment=">>>>Data arrays start here<<<<"
0.000000e+00	5.453154e-02	0.000000E+0
1.045455e+02	-6.879759e-01	0.000000E+0
2.090909e+02	1.067871e+00	0.000000E+0
3.136364e+02	-4.841955e-01	0.000000E+0
4.181818e+02	-2.716637e-01	0.000000E+0
5.227273e+02	9.854736e-01	0.000000E+0
6.272727e+02	-8.607327e-01	0.000000E+0
7.318182e+02	2.082193e-01	0.000000E+0
8.363636e+02	6.823984e-01	0.000000E+0
9.409091e+02	-9.167696e-01	0.000000E+0
1.045455e+03	6.717518e-01	0.000000E+0
1.150000e+03	1.944145e-01	0.000000E+0
1.254545e+03	-8.643810e-01	0.000000E+0
1.359091e+03	9.829052e-01	0.000000E+0
1.463636e+03	-3.170803e-01	0.000000E+0
1.568182e+03	-4.478644e-01	0.000000E+0
1.672727e+03	1.001557e+00	0.000000E+0
1.777273e+03	-7.468941e-01	0.000000E+0
1.881818e+03	3.337834e-02	0.000000E+0
1.986364e+03	8.146073e-01	0.000000E+0
2.090909e+03	-9.380563e-01	0.000000E+0
2.195455e+03	5.024277e-01	0.000000E+0
2.300000e+03	4.394097e-01	0.000000E+0
