UASerialNumber=GG1138
[File Format]
Version=1.0
# Arrays=1
[Position]
X=368.8800000000001
Theta=2160.0
Calibration Frequency=4.1351MHz
Source Signal Amplitude=-50.0mVpp
Source Signal Type=Continuous
# Cycles=50
[Array 0]
Label=""
X Data Type="Time (s)"
Y Data Type="Voltage Waveform (V)"
[Data]
Format="Cols arranged <X0>, <Y0>, <Uncertainty0> ... <Xn>, <Yn>, <Uncertaintyn>"
Comment=">>>>Data arrays start here<<<<"
0.000000e+00	6.587631e-02	0.000000E+0
1.045455e+02	-6.775473e-01	0.000000E+0
2.090909e+02	1.042844e+00	0.000000E+0
3.136364e+02	-4.280710e-01	0.000000E+0
4.181818e+02	-3.102048e-01	0.000000E+0
5.227273e+02	1.021205e+00	0.000000E+0
6.272727e+02	-8.485143e-01	0.000000E+0
7.318182e+02	2.661639e-01	0.000000E+0
8.363636e+02	7.342500e-01	0.000000E+0
9.409091e+02	-9.681930e-01	0.000000E+0
1.045455e+03	7.109132e-01	0.000000E+0
1.150000e+03	2.704794e-01	0.000000E+0
1.254545e+03	-7.761598e-01	0.000000E+0
1.359091e+03	9.897225e-01	0.000000E+0
1.463636e+03	-2.482915e-01	0.000000E+0
1.568182e+03	-4.983120e-01	0.000000E+0
1.672727e+03	1.053292e+00	0.000000E+0
1.777273e+03	-7.614153e-01	0.000000E+0
1.881818e+03	3.960534e-02	0.000000E+0
1.986364e+03	8.314789e-01	0.000000E+0
2.090909e+03	-9.605989e-01	0.000000E+0
2.195455e+03	5.639444e-01	0.000000E+0
2.300000e+03	4.450600e-01	0.000000E+0
